customer_id,signup_date,city,acquisition_channel,checkout_variant,signup_month
2078,2025-05-05,Ahmedabad,organic_search,variant,2025-05
2079,2025-04-16,Ahmedabad,referral,control,2025-04
2080,2025-03-18,Kolkata,referral,control,2025-03
2081,2025-07-24,Delhi,organic_search,variant,2025-07
2082,2025-03-11,Delhi,email,variant,2025-03
2083,2025-04-06,Delhi,organic_search,control,2025-04
2084,2025-07-24,Delhi,paid_social,variant,2025-07
2085,2025-03-19,Delhi,organic_search,variant,2025-03
2086,2025-06-20,Bengaluru,direct,variant,2025-06
2087,2025-07-11,Pune,referral,variant,2025-07
2088,2025-06-11,Hyderabad,organic_search,control,2025-06
2089,2025-04-10,Hyderabad,paid_social,control,2025-04
2090,2025-03-21,Delhi,organic_search,variant,2025-03
2091,2025-08-03,Delhi,organic_search,variant,2025-08
2092,2025-04-27,Ahmedabad,organic_search,control,2025-04
2093,2025-07-03,Pune,organic_search,control,2025-07
2094,2025-04-12,Delhi,referral,control,2025-04
2095,2025-03-09,Kolkata,organic_search,control,2025-03
2096,2025-07-16,Kolkata,direct,control,2025-07
2097,2025-08-17,Ahmedabad,organic_search,control,2025-08
2098,2025-08-23,Delhi,paid_social,control,2025-08
2099,2025-07-21,Chennai,paid_social,variant,2025-07
2100,2025-04-06,Ahmedabad,referral,variant,2025-04
2101,2025-08-03,Kolkata,organic_search,control,2025-08
2102,2025-07-23,Delhi,organic_search,control,2025-07
2103,2025-04-13,Ahmedabad,email,control,2025-04
2104,2025-03-03,Hyderabad,email,variant,2025-03
2105,2025-08-21,Hyderabad,email,variant,2025-08
2106,2025-04-18,Pune,organic_search,variant,2025-04
2107,2025-06-29,Kolkata,organic_search,variant,2025-06
2108,2025-03-22,Mumbai,direct,control,2025-03
2109,2025-04-17,Pune,email,control,2025-04
2110,2025-04-17,Kolkata,email,control,2025-04
2111,2025-04-24,Pune,organic_search,control,2025-04
2112,2025-07-12,Bengaluru,organic_search,control,2025-07
2113,2025-08-10,Mumbai,referral,variant,2025-08
2114,2025-08-15,Pune,email,control,2025-08
2115,2025-07-04,Chennai,organic_search,variant,2025-07
2116,2025-04-04,Pune,referral,control,2025-04
2117,2025-08-21,Ahmedabad,paid_social,control,2025-08
2118,2025-06-05,Pune,organic_search,variant,2025-06
2119,2025-06-13,Pune,paid_social,control,2025-06
2120,2025-07-06,Mumbai,email,control,2025-07
2121,2025-07-05,Pune,paid_social,control,2025-07
2122,2025-08-14,Delhi,paid_social,variant,2025-08
2123,2025-06-21,Chennai,email,control,2025-06
2124,2025-06-11,Delhi,organic_search,variant,2025-06
2125,2025-07-02,Ahmedabad,referral,variant,2025-07
2126,2025-04-06,Bengaluru,paid_social,variant,2025-04
2127,2025-04-04,Hyderabad,paid_social,control,2025-04
2128,2025-06-23,Delhi,email,variant,2025-06
2129,2025-03-09,Delhi,email,control,2025-03
2130,2025-04-10,Ahmedabad,paid_social,variant,2025-04
2131,2025-06-30,Bengaluru,email,variant,2025-06
2132,2025-08-10,Pune,referral,control,2025-08
2133,2025-06-24,Ahmedabad,direct,control,2025-06
2134,2025-05-11,Pune,direct,variant,2025-05
2135,2025-05-18,Mumbai,organic_search,variant,2025-05
2136,2025-07-04,Bengaluru,paid_social,variant,2025-07
2137,2025-06-03,Hyderabad,paid_social,control,2025-06
2138,2025-03-21,Bengaluru,organic_search,variant,2025-03
2139,2025-05-31,Delhi,direct,variant,2025-05
2140,2025-05-12,Pune,organic_search,variant,2025-05
2141,2025-07-07,Hyderabad,organic_search,control,2025-07
2142,2025-07-29,Bengaluru,organic_search,variant,2025-07
2143,2025-08-12,Hyderabad,organic_search,variant,2025-08
2144,2025-06-25,Bengaluru,organic_search,control,2025-06
2145,2025-05-01,Delhi,email,control,2025-05
2146,2025-05-22,Hyderabad,paid_social,control,2025-05
2147,2025-04-15,Ahmedabad,organic_search,control,2025-04
2148,2025-08-18,Pune,organic_search,variant,2025-08
2149,2025-07-31,Pune,direct,control,2025-07
2150,2025-08-22,Ahmedabad,organic_search,variant,2025-08
2151,2025-03-31,Pune,paid_social,control,2025-03
2152,2025-04-25,Delhi,paid_social,variant,2025-04
2153,2025-08-16,Hyderabad,paid_social,variant,2025-08
2154,2025-06-08,Hyderabad,direct,variant,2025-06
2155,2025-06-29,Hyderabad,email,variant,2025-06
2156,2025-05-17,Delhi,referral,control,2025-05
2157,2025-05-02,Mumbai,direct,variant,2025-05
2158,2025-06-16,Bengaluru,organic_search,variant,2025-06
2159,2025-07-20,Ahmedabad,organic_search,control,2025-07
2160,2025-05-07,Chennai,organic_search,variant,2025-05
2161,2025-07-05,Kolkata,paid_social,control,2025-07
2162,2025-04-06,Delhi,paid_social,variant,2025-04
2163,2025-05-06,Hyderabad,organic_search,control,2025-05
2164,2025-08-01,Pune,organic_search,variant,2025-08
2165,2025-08-04,Hyderabad,paid_social,control,2025-08
2166,2025-08-16,Hyderabad,email,control,2025-08
2167,2025-04-08,Bengaluru,email,control,2025-04
2168,2025-08-19,Mumbai,referral,variant,2025-08
2169,2025-08-20,Kolkata,organic_search,control,2025-08
2170,2025-08-19,Ahmedabad,paid_social,variant,2025-08
2171,2025-03-16,Mumbai,referral,variant,2025-03
2172,2025-07-07,Hyderabad,email,variant,2025-07
2173,2025-08-24,Pune,paid_social,control,2025-08
2174,2025-07-04,Kolkata,paid_social,variant,2025-07
2175,2025-04-13,Ahmedabad,organic_search,variant,2025-04
2176,2025-07-11,Hyderabad,direct,control,2025-07
2177,2025-03-21,Chennai,email,control,2025-03
2178,2025-05-15,Ahmedabad,paid_social,variant,2025-05
2179,2025-06-21,Kolkata,paid_social,control,2025-06
2180,2025-05-25,Bengaluru,paid_social,control,2025-05
2181,2025-07-09,Kolkata,organic_search,control,2025-07
2182,2025-04-24,Hyderabad,direct,variant,2025-04
2183,2025-06-03,Mumbai,paid_social,variant,2025-06
2184,2025-06-24,Kolkata,organic_search,variant,2025-06
2185,2025-06-03,Kolkata,paid_social,variant,2025-06
2186,2025-04-23,Bengaluru,referral,control,2025-04
2187,2025-04-10,Hyderabad,paid_social,control,2025-04
2188,2025-04-27,Bengaluru,paid_social,control,2025-04
2189,2025-05-03,Mumbai,email,control,2025-05
2190,2025-06-12,Ahmedabad,direct,control,2025-06
2191,2025-05-25,Mumbai,email,variant,2025-05
2192,2025-05-01,Pune,direct,control,2025-05
2193,2025-04-07,Mumbai,organic_search,control,2025-04
2194,2025-04-02,Chennai,referral,control,2025-04
2195,2025-06-07,Ahmedabad,referral,control,2025-06
2196,2025-07-09,Chennai,paid_social,control,2025-07
2197,2025-04-17,Pune,email,control,2025-04
2198,2025-08-05,Kolkata,organic_search,control,2025-08
2199,2025-06-03,Ahmedabad,paid_social,variant,2025-06
2200,2025-04-04,Kolkata,organic_search,variant,2025-04
2201,2025-05-26,Delhi,organic_search,variant,2025-05
2202,2025-03-27,Pune,referral,variant,2025-03
2203,2025-03-07,Kolkata,organic_search,variant,2025-03
2204,2025-05-05,Bengaluru,paid_social,variant,2025-05
2205,2025-05-01,Chennai,organic_search,variant,2025-05
2206,2025-07-25,Mumbai,paid_social,variant,2025-07
2207,2025-03-20,Ahmedabad,paid_social,control,2025-03
2208,2025-08-19,Pune,organic_search,control,2025-08
2209,2025-04-08,Chennai,email,control,2025-04
2210,2025-03-18,Kolkata,referral,control,2025-03
2211,2025-06-30,Delhi,paid_social,variant,2025-06
2212,2025-07-17,Hyderabad,referral,control,2025-07
2213,2025-06-15,Kolkata,email,variant,2025-06
2214,2025-03-10,Delhi,email,variant,2025-03
2215,2025-03-20,Kolkata,organic_search,control,2025-03
2216,2025-05-18,Bengaluru,organic_search,control,2025-05
2217,2025-05-12,Pune,direct,control,2025-05
2218,2025-08-03,Pune,paid_social,control,2025-08
2219,2025-03-31,Chennai,paid_social,variant,2025-03
2220,2025-04-26,Kolkata,direct,variant,2025-04
2221,2025-08-05,Bengaluru,organic_search,variant,2025-08
2222,2025-03-09,Delhi,direct,variant,2025-03
2223,2025-03-20,Hyderabad,organic_search,variant,2025-03
2224,2025-05-07,Pune,referral,variant,2025-05
2225,2025-05-10,Kolkata,organic_search,control,2025-05
2226,2025-06-18,Kolkata,organic_search,control,2025-06
2227,2025-08-14,Bengaluru,email,control,2025-08
2228,2025-08-16,Ahmedabad,organic_search,variant,2025-08
2229,2025-03-31,Mumbai,referral,variant,2025-03
2230,2025-08-10,Mumbai,email,variant,2025-08
2231,2025-06-12,Mumbai,organic_search,variant,2025-06
2232,2025-03-18,Ahmedabad,organic_search,variant,2025-03
2233,2025-08-02,Delhi,referral,control,2025-08
2234,2025-03-05,Pune,email,control,2025-03
2235,2025-06-20,Kolkata,direct,variant,2025-06
2236,2025-07-17,Kolkata,organic_search,variant,2025-07
2237,2025-04-22,Ahmedabad,referral,variant,2025-04
2238,2025-04-07,Mumbai,paid_social,control,2025-04
2239,2025-05-27,Hyderabad,email,variant,2025-05
2240,2025-08-05,Pune,paid_social,variant,2025-08
2241,2025-04-18,Chennai,organic_search,variant,2025-04
2242,2025-06-03,Pune,referral,control,2025-06
2243,2025-05-25,Pune,referral,variant,2025-05
2244,2025-03-10,Bengaluru,paid_social,variant,2025-03
2245,2025-07-21,Mumbai,referral,variant,2025-07
2246,2025-07-08,Hyderabad,organic_search,variant,2025-07
2247,2025-06-21,Bengaluru,organic_search,variant,2025-06
2248,2025-04-12,Pune,organic_search,variant,2025-04
2249,2025-03-02,Kolkata,paid_social,variant,2025-03
2250,2025-05-05,Pune,organic_search,control,2025-05
2251,2025-06-18,Pune,paid_social,control,2025-06
2252,2025-06-04,Mumbai,organic_search,control,2025-06
2253,2025-04-07,Chennai,email,variant,2025-04
2254,2025-06-14,Hyderabad,direct,control,2025-06
2255,2025-04-07,Mumbai,email,control,2025-04
2256,2025-07-02,Delhi,organic_search,variant,2025-07
2257,2025-07-16,Kolkata,direct,variant,2025-07
2258,2025-06-18,Ahmedabad,organic_search,control,2025-06
2259,2025-03-21,Pune,direct,control,2025-03
2260,2025-08-24,Ahmedabad,paid_social,variant,2025-08
2261,2025-03-04,Delhi,paid_social,control,2025-03
2262,2025-08-09,Bengaluru,organic_search,control,2025-08
2263,2025-03-07,Ahmedabad,direct,control,2025-03
2264,2025-06-24,Delhi,referral,control,2025-06
2265,2025-03-16,Chennai,email,variant,2025-03
2266,2025-03-03,Delhi,referral,control,2025-03
2267,2025-07-18,Bengaluru,referral,variant,2025-07
2268,2025-06-30,Hyderabad,organic_search,control,2025-06
2269,2025-03-08,Bengaluru,email,control,2025-03
2270,2025-08-18,Kolkata,organic_search,control,2025-08
2271,2025-04-14,Ahmedabad,paid_social,variant,2025-04
2272,2025-04-21,Pune,organic_search,control,2025-04
2273,2025-04-15,Pune,referral,control,2025-04
2274,2025-05-23,Mumbai,email,control,2025-05
2275,2025-04-15,Delhi,organic_search,variant,2025-04
2276,2025-05-01,Mumbai,paid_social,control,2025-05
2277,2025-04-01,Kolkata,paid_social,variant,2025-04
2278,2025-03-22,Delhi,email,variant,2025-03
2279,2025-05-01,Bengaluru,referral,variant,2025-05
2280,2025-07-09,Kolkata,organic_search,variant,2025-07
2281,2025-06-29,Chennai,paid_social,control,2025-06
2282,2025-05-08,Pune,paid_social,variant,2025-05
2283,2025-04-16,Mumbai,paid_social,variant,2025-04
2284,2025-07-03,Pune,paid_social,control,2025-07
2285,2025-07-12,Pune,organic_search,variant,2025-07
2286,2025-07-26,Bengaluru,organic_search,control,2025-07
2287,2025-07-30,Chennai,paid_social,variant,2025-07
2288,2025-06-30,Ahmedabad,referral,variant,2025-06
2289,2025-08-05,Bengaluru,organic_search,variant,2025-08
2290,2025-05-23,Bengaluru,organic_search,control,2025-05
2291,2025-05-11,Bengaluru,email,variant,2025-05
2292,2025-04-17,Kolkata,referral,variant,2025-04
2293,2025-03-31,Mumbai,paid_social,control,2025-03
2294,2025-07-19,Ahmedabad,organic_search,variant,2025-07
2295,2025-06-30,Kolkata,email,variant,2025-06
2296,2025-07-18,Hyderabad,paid_social,variant,2025-07
2297,2025-04-04,Pune,email,variant,2025-04
2298,2025-05-24,Ahmedabad,organic_search,control,2025-05
2299,2025-04-08,Kolkata,organic_search,control,2025-04
2300,2025-08-03,Bengaluru,organic_search,control,2025-08
2301,2025-04-09,Mumbai,email,control,2025-04
2302,2025-03-01,Chennai,paid_social,control,2025-03
2303,2025-06-03,Delhi,organic_search,variant,2025-06
2304,2025-08-14,Mumbai,paid_social,control,2025-08
2305,2025-08-06,Ahmedabad,direct,variant,2025-08
2306,2025-03-10,Hyderabad,organic_search,control,2025-03
2307,2025-04-22,Chennai,email,control,2025-04
2308,2025-03-04,Delhi,email,variant,2025-03
2309,2025-04-11,Mumbai,paid_social,variant,2025-04
2310,2025-06-04,Mumbai,referral,control,2025-06
2311,2025-04-13,Bengaluru,direct,variant,2025-04
2312,2025-03-10,Mumbai,organic_search,control,2025-03
2313,2025-05-31,Hyderabad,organic_search,control,2025-05
2314,2025-03-02,Bengaluru,organic_search,control,2025-03
2315,2025-04-23,Pune,organic_search,variant,2025-04
2316,2025-03-02,Pune,paid_social,control,2025-03
2317,2025-03-22,Bengaluru,referral,variant,2025-03
2318,2025-05-25,Hyderabad,direct,variant,2025-05
2319,2025-08-11,Mumbai,organic_search,control,2025-08
2320,2025-07-07,Bengaluru,paid_social,variant,2025-07
2321,2025-03-22,Ahmedabad,organic_search,control,2025-03
2322,2025-03-28,Ahmedabad,paid_social,control,2025-03
2323,2025-05-03,Hyderabad,organic_search,control,2025-05
2324,2025-06-26,Ahmedabad,referral,control,2025-06
2325,2025-07-25,Pune,direct,control,2025-07
2326,2025-07-02,Delhi,organic_search,control,2025-07
2327,2025-05-01,Kolkata,email,variant,2025-05
2328,2025-04-20,Hyderabad,paid_social,control,2025-04
2329,2025-03-03,Pune,direct,control,2025-03
2330,2025-03-17,Chennai,paid_social,variant,2025-03
2331,2025-03-02,Bengaluru,organic_search,control,2025-03
2332,2025-08-17,Chennai,email,variant,2025-08
2333,2025-04-06,Pune,organic_search,variant,2025-04
2334,2025-07-01,Bengaluru,paid_social,control,2025-07
2335,2025-05-31,Bengaluru,organic_search,control,2025-05
2336,2025-06-04,Chennai,email,control,2025-06
2337,2025-05-15,Delhi,direct,control,2025-05
2338,2025-07-01,Mumbai,organic_search,variant,2025-07
2339,2025-03-23,Ahmedabad,paid_social,variant,2025-03
2340,2025-03-17,Bengaluru,email,variant,2025-03
2341,2025-05-08,Chennai,organic_search,control,2025-05
2342,2025-05-27,Chennai,paid_social,variant,2025-05
2343,2025-06-17,Kolkata,email,control,2025-06
2344,2025-07-17,Chennai,paid_social,variant,2025-07
2345,2025-06-03,Chennai,direct,variant,2025-06
2346,2025-04-19,Kolkata,paid_social,control,2025-04
2347,2025-04-15,Ahmedabad,email,control,2025-04
2348,2025-07-26,Mumbai,organic_search,control,2025-07
2349,2025-04-13,Chennai,organic_search,variant,2025-04
2350,2025-06-17,Delhi,organic_search,control,2025-06
2351,2025-06-08,Ahmedabad,referral,variant,2025-06
2352,2025-06-30,Mumbai,direct,variant,2025-06
2353,2025-07-02,Delhi,direct,control,2025-07
2354,2025-05-24,Delhi,organic_search,variant,2025-05
2355,2025-04-20,Pune,paid_social,control,2025-04
2356,2025-05-10,Mumbai,direct,control,2025-05
2357,2025-05-19,Mumbai,email,variant,2025-05
2358,2025-03-31,Pune,organic_search,control,2025-03
2359,2025-05-31,Ahmedabad,direct,variant,2025-05
2360,2025-04-14,Pune,organic_search,variant,2025-04
2361,2025-06-16,Hyderabad,organic_search,control,2025-06
2362,2025-07-25,Chennai,referral,variant,2025-07
2363,2025-08-19,Pune,paid_social,control,2025-08
2364,2025-03-08,Hyderabad,paid_social,variant,2025-03
2365,2025-07-21,Pune,paid_social,variant,2025-07
2366,2025-03-14,Mumbai,referral,variant,2025-03
2367,2025-05-23,Delhi,organic_search,variant,2025-05
2368,2025-04-04,Chennai,direct,control,2025-04
2369,2025-03-01,Bengaluru,organic_search,variant,2025-03
2370,2025-04-01,Mumbai,organic_search,control,2025-04
2371,2025-03-28,Mumbai,paid_social,variant,2025-03
2372,2025-07-01,Kolkata,paid_social,control,2025-07
2373,2025-03-27,Bengaluru,organic_search,control,2025-03
2374,2025-05-20,Mumbai,paid_social,control,2025-05
2375,2025-07-03,Chennai,email,control,2025-07
2376,2025-08-22,Pune,paid_social,control,2025-08
2377,2025-08-02,Hyderabad,email,control,2025-08
2378,2025-03-05,Ahmedabad,direct,variant,2025-03
2379,2025-08-14,Bengaluru,paid_social,variant,2025-08
2380,2025-06-07,Pune,paid_social,control,2025-06
2381,2025-04-08,Chennai,paid_social,variant,2025-04
2382,2025-05-05,Pune,paid_social,control,2025-05
2383,2025-08-15,Delhi,organic_search,variant,2025-08
2384,2025-04-30,Chennai,organic_search,control,2025-04
2385,2025-04-06,Chennai,organic_search,variant,2025-04
2386,2025-08-13,Mumbai,paid_social,control,2025-08
2387,2025-08-11,Delhi,referral,control,2025-08
2388,2025-08-17,Chennai,paid_social,variant,2025-08
2389,2025-08-04,Mumbai,paid_social,variant,2025-08
2390,2025-08-16,Ahmedabad,paid_social,variant,2025-08
2391,2025-05-21,Mumbai,email,control,2025-05
2392,2025-04-10,Ahmedabad,paid_social,variant,2025-04
2393,2025-06-06,Chennai,paid_social,variant,2025-06
2394,2025-04-15,Hyderabad,email,control,2025-04
2395,2025-05-16,Bengaluru,organic_search,control,2025-05
2396,2025-06-01,Bengaluru,paid_social,control,2025-06
2397,2025-08-13,Chennai,paid_social,control,2025-08
2398,2025-04-04,Kolkata,direct,control,2025-04
2399,2025-04-15,Delhi,referral,control,2025-04
2400,2025-07-25,Pune,direct,variant,2025-07
2401,2025-03-16,Ahmedabad,paid_social,variant,2025-03
2402,2025-06-20,Bengaluru,organic_search,variant,2025-06
2403,2025-07-07,Chennai,paid_social,variant,2025-07
2404,2025-06-24,Delhi,direct,control,2025-06
2405,2025-05-22,Kolkata,referral,variant,2025-05
2406,2025-07-24,Delhi,direct,variant,2025-07
2407,2025-05-20,Bengaluru,organic_search,variant,2025-05
2408,2025-07-17,Hyderabad,email,control,2025-07
2409,2025-05-14,Bengaluru,direct,variant,2025-05
2410,2025-03-26,Delhi,email,variant,2025-03
2411,2025-06-22,Chennai,email,variant,2025-06
2412,2025-03-12,Mumbai,paid_social,variant,2025-03
2413,2025-07-31,Ahmedabad,email,variant,2025-07
2414,2025-05-30,Mumbai,organic_search,variant,2025-05
2415,2025-05-06,Bengaluru,organic_search,variant,2025-05
2416,2025-05-01,Ahmedabad,direct,variant,2025-05
2417,2025-06-04,Delhi,referral,variant,2025-06
2418,2025-04-03,Mumbai,direct,control,2025-04
2419,2025-04-27,Chennai,organic_search,variant,2025-04
2420,2025-05-02,Mumbai,organic_search,control,2025-05
2421,2025-04-17,Ahmedabad,organic_search,control,2025-04
2422,2025-07-08,Hyderabad,direct,control,2025-07
2423,2025-03-05,Kolkata,email,control,2025-03
2424,2025-07-18,Delhi,referral,control,2025-07
2425,2025-05-27,Delhi,organic_search,control,2025-05
2426,2025-06-21,Ahmedabad,paid_social,control,2025-06
2427,2025-03-28,Kolkata,direct,variant,2025-03
2428,2025-05-16,Ahmedabad,organic_search,variant,2025-05
2429,2025-07-17,Bengaluru,referral,variant,2025-07
2430,2025-04-04,Hyderabad,paid_social,control,2025-04
2431,2025-03-24,Pune,organic_search,control,2025-03
2432,2025-06-19,Hyderabad,organic_search,variant,2025-06
2433,2025-03-08,Delhi,direct,control,2025-03
2434,2025-04-09,Hyderabad,email,variant,2025-04
2435,2025-05-17,Pune,direct,variant,2025-05
2436,2025-05-30,Mumbai,direct,variant,2025-05
2437,2025-06-21,Bengaluru,paid_social,control,2025-06
2438,2025-07-06,Bengaluru,direct,control,2025-07
2439,2025-07-31,Mumbai,referral,variant,2025-07
2440,2025-03-10,Mumbai,organic_search,control,2025-03
2441,2025-05-23,Hyderabad,direct,variant,2025-05
2442,2025-03-08,Mumbai,organic_search,variant,2025-03
2443,2025-03-16,Bengaluru,organic_search,control,2025-03
2444,2025-04-22,Pune,paid_social,control,2025-04
2445,2025-05-30,Kolkata,direct,control,2025-05
2446,2025-08-19,Mumbai,organic_search,control,2025-08
2447,2025-07-07,Hyderabad,paid_social,variant,2025-07
2448,2025-06-18,Mumbai,email,variant,2025-06
2449,2025-07-04,Hyderabad,organic_search,variant,2025-07
2450,2025-04-03,Hyderabad,direct,control,2025-04
2451,2025-08-20,Kolkata,referral,control,2025-08
2452,2025-08-20,Hyderabad,organic_search,variant,2025-08
2453,2025-03-28,Ahmedabad,organic_search,variant,2025-03
2454,2025-05-18,Delhi,referral,variant,2025-05
2455,2025-07-12,Mumbai,organic_search,variant,2025-07
2456,2025-05-05,Mumbai,organic_search,variant,2025-05
2457,2025-08-06,Bengaluru,referral,control,2025-08
2458,2025-08-16,Delhi,direct,control,2025-08
2459,2025-05-09,Mumbai,email,variant,2025-05
2460,2025-03-14,Delhi,paid_social,control,2025-03
2461,2025-05-04,Ahmedabad,referral,variant,2025-05
2462,2025-04-12,Kolkata,email,control,2025-04
2463,2025-05-06,Mumbai,email,control,2025-05
2464,2025-06-02,Ahmedabad,direct,control,2025-06
2465,2025-05-03,Delhi,email,variant,2025-05
2466,2025-04-14,Hyderabad,paid_social,variant,2025-04
2467,2025-04-10,Bengaluru,paid_social,control,2025-04
2468,2025-07-01,Hyderabad,paid_social,control,2025-07
2469,2025-03-15,Kolkata,paid_social,control,2025-03
2470,2025-04-04,Chennai,paid_social,control,2025-04
2471,2025-07-29,Pune,paid_social,variant,2025-07
2472,2025-03-04,Chennai,direct,control,2025-03
2473,2025-05-12,Chennai,paid_social,control,2025-05
2474,2025-04-26,Delhi,organic_search,control,2025-04
2475,2025-03-07,Hyderabad,organic_search,variant,2025-03
2476,2025-05-07,Mumbai,organic_search,variant,2025-05
2477,2025-06-05,Chennai,direct,variant,2025-06
2478,2025-04-09,Hyderabad,paid_social,variant,2025-04
2479,2025-03-21,Chennai,organic_search,variant,2025-03
2480,2025-03-10,Pune,direct,control,2025-03
2481,2025-06-17,Bengaluru,organic_search,variant,2025-06
2482,2025-08-23,Delhi,organic_search,variant,2025-08
2483,2025-04-26,Ahmedabad,direct,control,2025-04
2484,2025-04-15,Bengaluru,paid_social,variant,2025-04
2485,2025-05-19,Mumbai,direct,variant,2025-05
2486,2025-05-25,Bengaluru,direct,variant,2025-05
2487,2025-04-22,Ahmedabad,referral,control,2025-04
2488,2025-03-09,Bengaluru,organic_search,control,2025-03
2489,2025-06-02,Ahmedabad,direct,variant,2025-06
2490,2025-05-03,Hyderabad,email,control,2025-05
2491,2025-05-24,Kolkata,organic_search,control,2025-05
2492,2025-04-15,Chennai,referral,control,2025-04
2493,2025-08-06,Mumbai,paid_social,control,2025-08
2494,2025-06-08,Pune,direct,variant,2025-06
2495,2025-05-07,Hyderabad,email,variant,2025-05
2496,2025-04-22,Delhi,paid_social,variant,2025-04
2497,2025-07-16,Pune,organic_search,control,2025-07
2498,2025-08-22,Mumbai,referral,control,2025-08
2499,2025-03-09,Chennai,paid_social,control,2025-03
2500,2025-08-11,Kolkata,organic_search,control,2025-08
2501,2025-07-02,Mumbai,organic_search,variant,2025-07
2502,2025-03-28,Hyderabad,direct,control,2025-03
2503,2025-07-13,Chennai,organic_search,control,2025-07
2504,2025-03-16,Mumbai,paid_social,variant,2025-03
2505,2025-03-12,Hyderabad,email,variant,2025-03
2506,2025-03-08,Bengaluru,organic_search,control,2025-03
2507,2025-05-26,Mumbai,paid_social,variant,2025-05
2508,2025-06-12,Kolkata,organic_search,variant,2025-06
2509,2025-05-18,Hyderabad,referral,variant,2025-05
2510,2025-03-02,Kolkata,direct,variant,2025-03
2511,2025-04-07,Pune,organic_search,control,2025-04
2512,2025-08-20,Ahmedabad,paid_social,control,2025-08
2513,2025-07-31,Ahmedabad,paid_social,control,2025-07
2514,2025-07-01,Pune,referral,variant,2025-07
2515,2025-03-23,Bengaluru,paid_social,variant,2025-03
2516,2025-07-07,Hyderabad,paid_social,variant,2025-07
2517,2025-07-06,Kolkata,referral,variant,2025-07
2518,2025-06-14,Hyderabad,organic_search,control,2025-06
2519,2025-03-06,Pune,paid_social,control,2025-03
2520,2025-07-30,Delhi,organic_search,control,2025-07
2521,2025-04-30,Ahmedabad,email,control,2025-04
2522,2025-03-03,Chennai,paid_social,variant,2025-03
2523,2025-04-04,Bengaluru,referral,variant,2025-04
2524,2025-05-19,Pune,paid_social,control,2025-05
2525,2025-03-09,Hyderabad,organic_search,variant,2025-03
2526,2025-04-02,Delhi,direct,control,2025-04
2527,2025-04-30,Kolkata,direct,variant,2025-04
2528,2025-08-11,Ahmedabad,email,control,2025-08
2529,2025-03-24,Kolkata,email,variant,2025-03
2530,2025-06-08,Bengaluru,organic_search,control,2025-06
2531,2025-07-30,Bengaluru,email,control,2025-07
2532,2025-07-05,Mumbai,organic_search,variant,2025-07
2533,2025-08-11,Chennai,organic_search,control,2025-08
2534,2025-04-05,Bengaluru,referral,control,2025-04
2535,2025-07-26,Ahmedabad,email,control,2025-07
2536,2025-08-19,Kolkata,organic_search,variant,2025-08
2537,2025-04-09,Delhi,organic_search,control,2025-04
2538,2025-05-26,Ahmedabad,referral,variant,2025-05
2539,2025-06-08,Delhi,organic_search,variant,2025-06
2540,2025-05-03,Hyderabad,organic_search,variant,2025-05
2541,2025-04-26,Hyderabad,organic_search,control,2025-04
2542,2025-08-24,Ahmedabad,organic_search,variant,2025-08
2543,2025-08-06,Chennai,organic_search,control,2025-08
2544,2025-05-16,Ahmedabad,referral,variant,2025-05
2545,2025-07-03,Pune,organic_search,control,2025-07
2546,2025-05-17,Kolkata,paid_social,variant,2025-05
2547,2025-07-18,Kolkata,email,variant,2025-07
2548,2025-06-18,Kolkata,paid_social,control,2025-06
2549,2025-05-15,Hyderabad,email,control,2025-05
2550,2025-03-20,Hyderabad,email,control,2025-03
2551,2025-06-14,Ahmedabad,email,variant,2025-06
2552,2025-04-22,Kolkata,email,control,2025-04
2553,2025-04-05,Ahmedabad,direct,variant,2025-04
2554,2025-04-13,Pune,email,variant,2025-04
2555,2025-08-09,Ahmedabad,direct,variant,2025-08
2556,2025-03-15,Chennai,organic_search,control,2025-03
2557,2025-07-02,Chennai,email,control,2025-07
2558,2025-08-07,Delhi,email,control,2025-08
2559,2025-03-27,Pune,organic_search,variant,2025-03
2560,2025-06-01,Chennai,direct,control,2025-06
2561,2025-06-16,Kolkata,organic_search,control,2025-06
2562,2025-05-18,Ahmedabad,organic_search,control,2025-05
2563,2025-07-12,Bengaluru,direct,variant,2025-07
2564,2025-04-30,Bengaluru,organic_search,variant,2025-04
2565,2025-04-30,Ahmedabad,paid_social,control,2025-04
2566,2025-05-07,Ahmedabad,paid_social,control,2025-05
2567,2025-07-01,Delhi,direct,control,2025-07
2568,2025-06-01,Hyderabad,paid_social,control,2025-06
2569,2025-05-04,Ahmedabad,email,variant,2025-05
2570,2025-08-03,Delhi,direct,control,2025-08
2571,2025-07-22,Kolkata,email,variant,2025-07
2572,2025-08-15,Mumbai,referral,variant,2025-08
2573,2025-06-29,Delhi,direct,variant,2025-06
2574,2025-05-17,Kolkata,paid_social,control,2025-05
2575,2025-07-02,Pune,referral,variant,2025-07
2576,2025-04-11,Pune,paid_social,control,2025-04
2577,2025-04-01,Kolkata,organic_search,control,2025-04
2578,2025-05-02,Bengaluru,organic_search,variant,2025-05
2579,2025-08-01,Pune,email,control,2025-08
2580,2025-06-11,Pune,organic_search,control,2025-06
2581,2025-05-12,Chennai,paid_social,control,2025-05
2582,2025-05-09,Bengaluru,paid_social,control,2025-05
2583,2025-04-17,Chennai,paid_social,variant,2025-04
2584,2025-06-19,Hyderabad,organic_search,variant,2025-06
