session_id,customer_id,event_date,funnel_step,category,checkout_variant
6869,2128,2025-06-23 00:03:00,add_to_cart,Books,variant
6869,2128,2025-06-23 00:06:00,checkout,Electronics,variant
6869,2128,2025-06-23 00:09:00,purchase,Books,variant
6870,2128,2025-07-08 00:00:00,view,Electronics,variant
6871,2128,2025-06-30 00:00:00,view,Home & Kitchen,variant
6872,2128,2025-07-08 00:00:00,view,Beauty,variant
6872,2128,2025-07-08 00:03:00,add_to_cart,Home & Kitchen,variant
6872,2128,2025-07-08 00:06:00,checkout,Books,variant
6872,2128,2025-07-08 00:09:00,purchase,Beauty,variant
6873,2129,2025-03-28 00:00:00,view,Sports,control
6874,2129,2025-03-10 00:00:00,view,Sports,control
6875,2130,2025-05-02 00:00:00,view,Electronics,variant
6876,2130,2025-04-23 00:00:00,view,Home & Kitchen,variant
6876,2130,2025-04-23 00:03:00,add_to_cart,Sports,variant
6877,2130,2025-04-24 00:00:00,view,Books,variant
6878,2130,2025-04-11 00:00:00,view,Fashion,variant
6879,2130,2025-04-27 00:00:00,view,Fashion,variant
6879,2130,2025-04-27 00:03:00,add_to_cart,Books,variant
6879,2130,2025-04-27 00:06:00,checkout,Fashion,variant
6879,2130,2025-04-27 00:09:00,purchase,Electronics,variant
6880,2130,2025-04-17 00:00:00,view,Fashion,variant
6880,2130,2025-04-17 00:03:00,add_to_cart,Sports,variant
6880,2130,2025-04-17 00:06:00,checkout,Fashion,variant
6880,2130,2025-04-17 00:09:00,purchase,Beauty,variant
6881,2131,2025-07-11 00:00:00,view,Fashion,variant
6881,2131,2025-07-11 00:03:00,add_to_cart,Books,variant
6882,2131,2025-07-14 00:00:00,view,Fashion,variant
6883,2131,2025-07-15 00:00:00,view,Electronics,variant
6883,2131,2025-07-15 00:03:00,add_to_cart,Books,variant
6884,2132,2025-08-21 00:00:00,view,Fashion,control
6885,2132,2025-09-02 00:00:00,view,Fashion,control
6886,2133,2025-07-16 00:00:00,view,Fashion,control
6887,2133,2025-07-18 00:00:00,view,Home & Kitchen,control
6888,2133,2025-07-05 00:00:00,view,Fashion,control
6889,2133,2025-07-17 00:00:00,view,Home & Kitchen,control
6890,2133,2025-07-05 00:00:00,view,Fashion,control
6890,2133,2025-07-05 00:03:00,add_to_cart,Home & Kitchen,control
6890,2133,2025-07-05 00:06:00,checkout,Electronics,control
6890,2133,2025-07-05 00:09:00,purchase,Sports,control
6891,2133,2025-07-13 00:00:00,view,Fashion,control
6891,2133,2025-07-13 00:03:00,add_to_cart,Electronics,control
6892,2134,2025-05-11 00:00:00,view,Books,variant
6893,2134,2025-05-25 00:00:00,view,Electronics,variant
6894,2134,2025-05-24 00:00:00,view,Electronics,variant
6895,2135,2025-05-19 00:00:00,view,Beauty,variant
6895,2135,2025-05-19 00:03:00,add_to_cart,Home & Kitchen,variant
6896,2135,2025-05-20 00:00:00,view,Home & Kitchen,variant
6897,2135,2025-05-29 00:00:00,view,Electronics,variant
6898,2135,2025-05-30 00:00:00,view,Electronics,variant
6899,2136,2025-07-24 00:00:00,view,Fashion,variant
6899,2136,2025-07-24 00:03:00,add_to_cart,Home & Kitchen,variant
6900,2136,2025-07-11 00:00:00,view,Home & Kitchen,variant
6901,2137,2025-06-15 00:00:00,view,Fashion,control
6902,2137,2025-06-12 00:00:00,view,Electronics,control
6903,2137,2025-06-25 00:00:00,view,Beauty,control
6903,2137,2025-06-25 00:03:00,add_to_cart,Home & Kitchen,control
6904,2138,2025-03-22 00:00:00,view,Home & Kitchen,variant
6905,2138,2025-03-28 00:00:00,view,Sports,variant
6906,2138,2025-03-21 00:00:00,view,Electronics,variant
6906,2138,2025-03-21 00:03:00,add_to_cart,Home & Kitchen,variant
6906,2138,2025-03-21 00:06:00,checkout,Home & Kitchen,variant
6906,2138,2025-03-21 00:09:00,purchase,Fashion,variant
6907,2138,2025-03-31 00:00:00,view,Beauty,variant
6908,2138,2025-04-14 00:00:00,view,Home & Kitchen,variant
6909,2139,2025-06-20 00:00:00,view,Home & Kitchen,variant
6909,2139,2025-06-20 00:03:00,add_to_cart,Home & Kitchen,variant
6910,2139,2025-06-12 00:00:00,view,Fashion,variant
6911,2139,2025-06-18 00:00:00,view,Fashion,variant
6912,2139,2025-06-14 00:00:00,view,Fashion,variant
6913,2139,2025-07-26 00:00:00,view,Electronics,variant
6913,2139,2025-07-26 00:03:00,add_to_cart,Books,variant
6913,2139,2025-07-26 00:06:00,checkout,Sports,variant
6913,2139,2025-07-26 00:09:00,purchase,Beauty,variant
6914,2140,2025-06-05 00:00:00,view,Beauty,variant
6914,2140,2025-06-05 00:03:00,add_to_cart,Fashion,variant
6914,2140,2025-06-05 00:06:00,checkout,Fashion,variant
6915,2140,2025-05-14 00:00:00,view,Electronics,variant
6915,2140,2025-05-14 00:03:00,add_to_cart,Home & Kitchen,variant
6915,2140,2025-05-14 00:06:00,checkout,Fashion,variant
6916,2140,2025-05-21 00:00:00,view,Fashion,variant
6916,2140,2025-05-21 00:03:00,add_to_cart,Home & Kitchen,variant
6917,2141,2025-07-15 00:00:00,view,Books,control
6918,2141,2025-07-27 00:00:00,view,Fashion,control
6918,2141,2025-07-27 00:03:00,add_to_cart,Sports,control
6919,2141,2025-07-07 00:00:00,view,Fashion,control
6919,2141,2025-07-07 00:03:00,add_to_cart,Home & Kitchen,control
6919,2141,2025-07-07 00:06:00,checkout,Electronics,control
6920,2142,2025-08-07 00:00:00,view,Books,variant
6920,2142,2025-08-07 00:03:00,add_to_cart,Fashion,variant
6921,2142,2025-08-06 00:00:00,view,Sports,variant
6921,2142,2025-08-06 00:03:00,add_to_cart,Beauty,variant
6922,2142,2025-08-06 00:00:00,view,Home & Kitchen,variant
6922,2142,2025-08-06 00:03:00,add_to_cart,Beauty,variant
6922,2142,2025-08-06 00:06:00,checkout,Beauty,variant
6922,2142,2025-08-06 00:09:00,purchase,Beauty,variant
6923,2143,2025-08-31 00:00:00,view,Electronics,variant
6924,2143,2025-08-26 00:00:00,view,Beauty,variant
6924,2143,2025-08-26 00:03:00,add_to_cart,Sports,variant
6925,2143,2025-09-08 00:00:00,view,Fashion,variant
6925,2143,2025-09-08 00:03:00,add_to_cart,Home & Kitchen,variant
6926,2143,2025-08-20 00:00:00,view,Home & Kitchen,variant
6926,2143,2025-08-20 00:03:00,add_to_cart,Sports,variant
6926,2143,2025-08-20 00:06:00,checkout,Sports,variant
6926,2143,2025-08-20 00:09:00,purchase,Electronics,variant
6927,2144,2025-07-04 00:00:00,view,Home & Kitchen,control
6927,2144,2025-07-04 00:03:00,add_to_cart,Beauty,control
6928,2144,2025-06-26 00:00:00,view,Beauty,control
6929,2145,2025-05-19 00:00:00,view,Electronics,control
6929,2145,2025-05-19 00:03:00,add_to_cart,Electronics,control
6929,2145,2025-05-19 00:06:00,checkout,Home & Kitchen,control
6929,2145,2025-05-19 00:09:00,purchase,Fashion,control
6930,2146,2025-05-23 00:00:00,view,Fashion,control
6931,2146,2025-06-11 00:00:00,view,Fashion,control
6932,2146,2025-05-27 00:00:00,view,Sports,control
6933,2146,2025-06-18 00:00:00,view,Sports,control
6934,2146,2025-05-28 00:00:00,view,Home & Kitchen,control
6934,2146,2025-05-28 00:03:00,add_to_cart,Home & Kitchen,control
6934,2146,2025-05-28 00:06:00,checkout,Fashion,control
6935,2146,2025-05-27 00:00:00,view,Fashion,control
6936,2147,2025-04-27 00:00:00,view,Books,control
6936,2147,2025-04-27 00:03:00,add_to_cart,Beauty,control
6937,2147,2025-05-10 00:00:00,view,Home & Kitchen,control
6938,2147,2025-04-16 00:00:00,view,Beauty,control
6938,2147,2025-04-16 00:03:00,add_to_cart,Books,control
6938,2147,2025-04-16 00:06:00,checkout,Books,control
6939,2147,2025-05-08 00:00:00,view,Books,control
6940,2147,2025-05-23 00:00:00,view,Fashion,control
6941,2147,2025-06-29 00:00:00,view,Electronics,control
6941,2147,2025-06-29 00:03:00,add_to_cart,Sports,control
6942,2147,2025-07-07 00:00:00,view,Fashion,control
6943,2147,2025-06-21 00:00:00,view,Electronics,control
6944,2148,2025-08-29 00:00:00,view,Fashion,variant
6944,2148,2025-08-29 00:03:00,add_to_cart,Home & Kitchen,variant
6944,2148,2025-08-29 00:06:00,checkout,Books,variant
6944,2148,2025-08-29 00:09:00,purchase,Home & Kitchen,variant
6945,2149,2025-08-21 00:00:00,view,Fashion,control
6945,2149,2025-08-21 00:03:00,add_to_cart,Fashion,control
6945,2149,2025-08-21 00:06:00,checkout,Fashion,control
6945,2149,2025-08-21 00:09:00,purchase,Electronics,control
6946,2149,2025-08-02 00:00:00,view,Beauty,control
6947,2150,2025-09-03 00:00:00,view,Sports,variant
6948,2150,2025-09-06 00:00:00,view,Sports,variant
6948,2150,2025-09-06 00:03:00,add_to_cart,Fashion,variant
6948,2150,2025-09-06 00:06:00,checkout,Sports,variant
6948,2150,2025-09-06 00:09:00,purchase,Fashion,variant
6949,2150,2025-09-05 00:00:00,view,Fashion,variant
6950,2151,2025-04-18 00:00:00,view,Beauty,control
6951,2151,2025-04-01 00:00:00,view,Home & Kitchen,control
6951,2151,2025-04-01 00:03:00,add_to_cart,Fashion,control
6951,2151,2025-04-01 00:06:00,checkout,Electronics,control
6951,2151,2025-04-01 00:09:00,purchase,Books,control
6952,2151,2025-04-16 00:00:00,view,Books,control
6953,2152,2025-05-05 00:00:00,view,Home & Kitchen,variant
6954,2153,2025-09-05 00:00:00,view,Fashion,variant
6955,2153,2025-08-28 00:00:00,view,Electronics,variant
6955,2153,2025-08-28 00:03:00,add_to_cart,Beauty,variant
6956,2154,2025-06-26 00:00:00,view,Sports,variant
6956,2154,2025-06-26 00:03:00,add_to_cart,Sports,variant
6956,2154,2025-06-26 00:06:00,checkout,Books,variant
6956,2154,2025-06-26 00:09:00,purchase,Sports,variant
6957,2154,2025-07-02 00:00:00,view,Sports,variant
6958,2154,2025-07-30 00:00:00,view,Books,variant
6958,2154,2025-07-30 00:03:00,add_to_cart,Electronics,variant
6959,2154,2025-08-04 00:00:00,view,Electronics,variant
6960,2154,2025-07-19 00:00:00,view,Books,variant
6960,2154,2025-07-19 00:03:00,add_to_cart,Sports,variant
6960,2154,2025-07-19 00:06:00,checkout,Electronics,variant
6960,2154,2025-07-19 00:09:00,purchase,Books,variant
6961,2154,2025-07-12 00:00:00,view,Books,variant
6961,2154,2025-07-12 00:03:00,add_to_cart,Home & Kitchen,variant
6962,2155,2025-07-04 00:00:00,view,Beauty,variant
6962,2155,2025-07-04 00:03:00,add_to_cart,Home & Kitchen,variant
6963,2155,2025-08-04 00:00:00,view,Home & Kitchen,variant
6963,2155,2025-08-04 00:03:00,add_to_cart,Books,variant
6964,2156,2025-05-24 00:00:00,view,Books,control
6965,2156,2025-05-30 00:00:00,view,Home & Kitchen,control
6966,2156,2025-05-24 00:00:00,view,Beauty,control
6967,2157,2025-05-28 00:00:00,view,Sports,variant
6968,2157,2025-05-21 00:00:00,view,Electronics,variant
6969,2157,2025-05-12 00:00:00,view,Home & Kitchen,variant
6969,2157,2025-05-12 00:03:00,add_to_cart,Beauty,variant
6970,2157,2025-05-26 00:00:00,view,Beauty,variant
6970,2157,2025-05-26 00:03:00,add_to_cart,Fashion,variant
6971,2158,2025-06-22 00:00:00,view,Fashion,variant
6971,2158,2025-06-22 00:03:00,add_to_cart,Books,variant
6972,2158,2025-06-16 00:00:00,view,Fashion,variant
6973,2158,2025-06-27 00:00:00,view,Electronics,variant
6974,2158,2025-06-27 00:00:00,view,Electronics,variant
6974,2158,2025-06-27 00:03:00,add_to_cart,Beauty,variant
6974,2158,2025-06-27 00:06:00,checkout,Sports,variant
6975,2159,2025-08-02 00:00:00,view,Fashion,control
6975,2159,2025-08-02 00:03:00,add_to_cart,Electronics,control
6975,2159,2025-08-02 00:06:00,checkout,Electronics,control
6975,2159,2025-08-02 00:09:00,purchase,Sports,control
6976,2160,2025-05-22 00:00:00,view,Sports,variant
6977,2160,2025-05-28 00:00:00,view,Fashion,variant
6978,2160,2025-05-27 00:00:00,view,Books,variant
6978,2160,2025-05-27 00:03:00,add_to_cart,Home & Kitchen,variant
6978,2160,2025-05-27 00:06:00,checkout,Electronics,variant
6978,2160,2025-05-27 00:09:00,purchase,Home & Kitchen,variant
6979,2161,2025-07-12 00:00:00,view,Home & Kitchen,control
6980,2161,2025-07-29 00:00:00,view,Beauty,control
6981,2161,2025-07-18 00:00:00,view,Books,control
6982,2162,2025-04-27 00:00:00,view,Fashion,variant
6982,2162,2025-04-27 00:03:00,add_to_cart,Fashion,variant
6982,2162,2025-04-27 00:06:00,checkout,Fashion,variant
6982,2162,2025-04-27 00:09:00,purchase,Electronics,variant
6983,2162,2025-05-02 00:00:00,view,Electronics,variant
6984,2163,2025-05-23 00:00:00,view,Sports,control
6984,2163,2025-05-23 00:03:00,add_to_cart,Sports,control
6985,2163,2025-05-27 00:00:00,view,Sports,control
6985,2163,2025-05-27 00:03:00,add_to_cart,Home & Kitchen,control
6985,2163,2025-05-27 00:06:00,checkout,Home & Kitchen,control
6985,2163,2025-05-27 00:09:00,purchase,Books,control
6986,2163,2025-05-27 00:00:00,view,Sports,control
6986,2163,2025-05-27 00:03:00,add_to_cart,Electronics,control
6986,2163,2025-05-27 00:06:00,checkout,Sports,control
6987,2163,2025-05-30 00:00:00,view,Beauty,control
6987,2163,2025-05-30 00:03:00,add_to_cart,Home & Kitchen,control
6988,2164,2025-08-12 00:00:00,view,Electronics,variant
6989,2164,2025-08-27 00:00:00,view,Beauty,variant
6990,2165,2025-08-14 00:00:00,view,Fashion,control
6991,2165,2025-08-08 00:00:00,view,Books,control
6991,2165,2025-08-08 00:03:00,add_to_cart,Home & Kitchen,control
6991,2165,2025-08-08 00:06:00,checkout,Electronics,control
6991,2165,2025-08-08 00:09:00,purchase,Books,control
6992,2166,2025-08-18 00:00:00,view,Electronics,control
6993,2167,2025-05-05 00:00:00,view,Sports,control
6994,2167,2025-04-29 00:00:00,view,Electronics,control
6995,2167,2025-05-02 00:00:00,view,Sports,control
6996,2167,2025-04-14 00:00:00,view,Fashion,control
6996,2167,2025-04-14 00:03:00,add_to_cart,Fashion,control
6997,2167,2025-05-11 00:00:00,view,Electronics,control
6997,2167,2025-05-11 00:03:00,add_to_cart,Fashion,control
6997,2167,2025-05-11 00:06:00,checkout,Home & Kitchen,control
6997,2167,2025-05-11 00:09:00,purchase,Sports,control
6998,2167,2025-07-19 00:00:00,view,Fashion,control
6999,2168,2025-08-24 00:00:00,view,Sports,variant
7000,2168,2025-08-29 00:00:00,view,Beauty,variant
7001,2168,2025-09-13 00:00:00,view,Sports,variant
7002,2168,2025-09-03 00:00:00,view,Home & Kitchen,variant
7003,2169,2025-09-11 00:00:00,view,Beauty,control
7003,2169,2025-09-11 00:03:00,add_to_cart,Electronics,control
7003,2169,2025-09-11 00:06:00,checkout,Fashion,control
7003,2169,2025-09-11 00:09:00,purchase,Electronics,control
7004,2169,2025-08-23 00:00:00,view,Sports,control
7005,2169,2025-08-31 00:00:00,view,Electronics,control
7005,2169,2025-08-31 00:03:00,add_to_cart,Beauty,control
7005,2169,2025-08-31 00:06:00,checkout,Home & Kitchen,control
7005,2169,2025-08-31 00:09:00,purchase,Home & Kitchen,control
7006,2169,2025-08-31 00:00:00,view,Books,control
7007,2170,2025-09-13 00:00:00,view,Sports,variant
7008,2170,2025-09-11 00:00:00,view,Beauty,variant
7009,2170,2025-09-12 00:00:00,view,Books,variant
7010,2171,2025-04-12 00:00:00,view,Beauty,variant
7011,2171,2025-03-19 00:00:00,view,Books,variant
7012,2172,2025-07-28 00:00:00,view,Home & Kitchen,variant
7012,2172,2025-07-28 00:03:00,add_to_cart,Home & Kitchen,variant
7012,2172,2025-07-28 00:06:00,checkout,Fashion,variant
7012,2172,2025-07-28 00:09:00,purchase,Sports,variant
7013,2172,2025-07-25 00:00:00,view,Home & Kitchen,variant
7013,2172,2025-07-25 00:03:00,add_to_cart,Fashion,variant
7013,2172,2025-07-25 00:06:00,checkout,Books,variant
7013,2172,2025-07-25 00:09:00,purchase,Sports,variant
7014,2173,2025-09-17 00:00:00,view,Beauty,control
7014,2173,2025-09-17 00:03:00,add_to_cart,Home & Kitchen,control
7015,2173,2025-09-06 00:00:00,view,Fashion,control
7016,2173,2025-09-18 00:00:00,view,Electronics,control
7016,2173,2025-09-18 00:03:00,add_to_cart,Electronics,control
7017,2173,2025-08-28 00:00:00,view,Beauty,control
7018,2173,2025-09-04 00:00:00,view,Books,control
7019,2174,2025-07-04 00:00:00,view,Home & Kitchen,variant
7020,2174,2025-07-26 00:00:00,view,Home & Kitchen,variant
7021,2175,2025-04-19 00:00:00,view,Electronics,variant
7022,2175,2025-04-13 00:00:00,view,Sports,variant
7023,2175,2025-07-06 00:00:00,view,Electronics,variant
7024,2175,2025-07-03 00:00:00,view,Books,variant
7024,2175,2025-07-03 00:03:00,add_to_cart,Beauty,variant
7025,2176,2025-08-05 00:00:00,view,Home & Kitchen,control
7026,2176,2025-08-05 00:00:00,view,Home & Kitchen,control
7027,2177,2025-04-16 00:00:00,view,Beauty,control
7028,2177,2025-04-15 00:00:00,view,Beauty,control
7028,2177,2025-04-15 00:03:00,add_to_cart,Home & Kitchen,control
7029,2178,2025-06-05 00:00:00,view,Fashion,variant
7029,2178,2025-06-05 00:03:00,add_to_cart,Home & Kitchen,variant
7029,2178,2025-06-05 00:06:00,checkout,Home & Kitchen,variant
7029,2178,2025-06-05 00:09:00,purchase,Electronics,variant
7030,2178,2025-05-16 00:00:00,view,Books,variant
7031,2178,2025-06-02 00:00:00,view,Home & Kitchen,variant
7032,2179,2025-07-13 00:00:00,view,Sports,control
7032,2179,2025-07-13 00:03:00,add_to_cart,Fashion,control
7033,2179,2025-06-27 00:00:00,view,Electronics,control
7034,2179,2025-07-06 00:00:00,view,Books,control
7035,2179,2025-06-22 00:00:00,view,Sports,control
7035,2179,2025-06-22 00:03:00,add_to_cart,Electronics,control
7035,2179,2025-06-22 00:06:00,checkout,Fashion,control
7035,2179,2025-06-22 00:09:00,purchase,Sports,control
7036,2180,2025-06-19 00:00:00,view,Sports,control
7037,2180,2025-06-04 00:00:00,view,Home & Kitchen,control
7037,2180,2025-06-04 00:03:00,add_to_cart,Home & Kitchen,control
7037,2180,2025-06-04 00:06:00,checkout,Sports,control
7037,2180,2025-06-04 00:09:00,purchase,Sports,control
7038,2181,2025-07-24 00:00:00,view,Fashion,control
7039,2181,2025-07-28 00:00:00,view,Home & Kitchen,control
7039,2181,2025-07-28 00:03:00,add_to_cart,Beauty,control
7040,2182,2025-05-03 00:00:00,view,Fashion,variant
7040,2182,2025-05-03 00:03:00,add_to_cart,Beauty,variant
7040,2182,2025-05-03 00:06:00,checkout,Books,variant
7041,2182,2025-05-02 00:00:00,view,Books,variant
7041,2182,2025-05-02 00:03:00,add_to_cart,Sports,variant
7041,2182,2025-05-02 00:06:00,checkout,Home & Kitchen,variant
7041,2182,2025-05-02 00:09:00,purchase,Home & Kitchen,variant
7042,2182,2025-05-07 00:00:00,view,Fashion,variant
7043,2183,2025-06-27 00:00:00,view,Home & Kitchen,variant
7043,2183,2025-06-27 00:03:00,add_to_cart,Books,variant
7043,2183,2025-06-27 00:06:00,checkout,Books,variant
7044,2183,2025-06-04 00:00:00,view,Beauty,variant
7045,2183,2025-06-15 00:00:00,view,Books,variant
7046,2184,2025-06-29 00:00:00,view,Beauty,variant
7046,2184,2025-06-29 00:03:00,add_to_cart,Sports,variant
7046,2184,2025-06-29 00:06:00,checkout,Electronics,variant
7046,2184,2025-06-29 00:09:00,purchase,Books,variant
7047,2184,2025-07-12 00:00:00,view,Fashion,variant
7048,2184,2025-06-27 00:00:00,view,Sports,variant
7049,2184,2025-07-20 00:00:00,view,Books,variant
7049,2184,2025-07-20 00:03:00,add_to_cart,Fashion,variant
7049,2184,2025-07-20 00:06:00,checkout,Sports,variant
7049,2184,2025-07-20 00:09:00,purchase,Home & Kitchen,variant
7050,2184,2025-07-21 00:00:00,view,Fashion,variant
7051,2184,2025-07-30 00:00:00,view,Books,variant
7051,2184,2025-07-30 00:03:00,add_to_cart,Electronics,variant
7051,2184,2025-07-30 00:06:00,checkout,Beauty,variant
7051,2184,2025-07-30 00:09:00,purchase,Books,variant
7052,2185,2025-06-28 00:00:00,view,Home & Kitchen,variant
7052,2185,2025-06-28 00:03:00,add_to_cart,Fashion,variant
7053,2185,2025-06-14 00:00:00,view,Books,variant
7054,2185,2025-06-09 00:00:00,view,Fashion,variant
7054,2185,2025-06-09 00:03:00,add_to_cart,Beauty,variant
7055,2186,2025-05-11 00:00:00,view,Electronics,control
7056,2186,2025-04-27 00:00:00,view,Fashion,control
7057,2187,2025-04-19 00:00:00,view,Fashion,control
7058,2187,2025-04-29 00:00:00,view,Home & Kitchen,control
7058,2187,2025-04-29 00:03:00,add_to_cart,Electronics,control
7058,2187,2025-04-29 00:06:00,checkout,Sports,control
7058,2187,2025-04-29 00:09:00,purchase,Fashion,control
7059,2187,2025-04-30 00:00:00,view,Fashion,control
7059,2187,2025-04-30 00:03:00,add_to_cart,Electronics,control
7059,2187,2025-04-30 00:06:00,checkout,Electronics,control
7059,2187,2025-04-30 00:09:00,purchase,Electronics,control
7060,2187,2025-04-30 00:00:00,view,Books,control
7061,2187,2025-06-26 00:00:00,view,Beauty,control
7062,2187,2025-06-30 00:00:00,view,Beauty,control
7062,2187,2025-06-30 00:03:00,add_to_cart,Beauty,control
7062,2187,2025-06-30 00:06:00,checkout,Books,control
7063,2188,2025-05-06 00:00:00,view,Electronics,control
7064,2188,2025-05-17 00:00:00,view,Electronics,control
7064,2188,2025-05-17 00:03:00,add_to_cart,Books,control
7064,2188,2025-05-17 00:06:00,checkout,Fashion,control
7065,2188,2025-05-24 00:00:00,view,Home & Kitchen,control
7066,2188,2025-07-22 00:00:00,view,Fashion,control
7067,2189,2025-05-03 00:00:00,view,Electronics,control
7067,2189,2025-05-03 00:03:00,add_to_cart,Sports,control
7067,2189,2025-05-03 00:06:00,checkout,Home & Kitchen,control
7067,2189,2025-05-03 00:09:00,purchase,Books,control
7068,2189,2025-05-22 00:00:00,view,Fashion,control
7068,2189,2025-05-22 00:03:00,add_to_cart,Books,control
7068,2189,2025-05-22 00:06:00,checkout,Electronics,control
7069,2189,2025-05-26 00:00:00,view,Sports,control
7069,2189,2025-05-26 00:03:00,add_to_cart,Fashion,control
7069,2189,2025-05-26 00:06:00,checkout,Fashion,control
7070,2189,2025-05-30 00:00:00,view,Sports,control
7070,2189,2025-05-30 00:03:00,add_to_cart,Fashion,control
7071,2189,2025-06-27 00:00:00,view,Books,control
7072,2189,2025-06-09 00:00:00,view,Home & Kitchen,control
7073,2190,2025-06-27 00:00:00,view,Beauty,control
7073,2190,2025-06-27 00:03:00,add_to_cart,Home & Kitchen,control
7073,2190,2025-06-27 00:06:00,checkout,Beauty,control
7074,2190,2025-06-17 00:00:00,view,Books,control
7074,2190,2025-06-17 00:03:00,add_to_cart,Home & Kitchen,control
7074,2190,2025-06-17 00:06:00,checkout,Home & Kitchen,control
7074,2190,2025-06-17 00:09:00,purchase,Fashion,control
7075,2190,2025-06-25 00:00:00,view,Fashion,control
7076,2191,2025-06-18 00:00:00,view,Books,variant
7076,2191,2025-06-18 00:03:00,add_to_cart,Beauty,variant
7077,2191,2025-06-14 00:00:00,view,Books,variant
7077,2191,2025-06-14 00:03:00,add_to_cart,Beauty,variant
7077,2191,2025-06-14 00:06:00,checkout,Sports,variant
7077,2191,2025-06-14 00:09:00,purchase,Books,variant
7078,2192,2025-05-10 00:00:00,view,Beauty,control
7078,2192,2025-05-10 00:03:00,add_to_cart,Home & Kitchen,control
7079,2192,2025-05-19 00:00:00,view,Electronics,control
7080,2192,2025-05-27 00:00:00,view,Books,control
7080,2192,2025-05-27 00:03:00,add_to_cart,Electronics,control
7080,2192,2025-05-27 00:06:00,checkout,Fashion,control
7080,2192,2025-05-27 00:09:00,purchase,Electronics,control
7081,2192,2025-05-27 00:00:00,view,Beauty,control
7081,2192,2025-05-27 00:03:00,add_to_cart,Books,control
7082,2192,2025-05-10 00:00:00,view,Fashion,control
7082,2192,2025-05-10 00:03:00,add_to_cart,Sports,control
7082,2192,2025-05-10 00:06:00,checkout,Books,control
7082,2192,2025-05-10 00:09:00,purchase,Books,control
7083,2192,2025-07-12 00:00:00,view,Electronics,control
7084,2193,2025-04-22 00:00:00,view,Sports,control
7084,2193,2025-04-22 00:03:00,add_to_cart,Electronics,control
7085,2193,2025-04-15 00:00:00,view,Electronics,control
7085,2193,2025-04-15 00:03:00,add_to_cart,Home & Kitchen,control
7085,2193,2025-04-15 00:06:00,checkout,Fashion,control
7086,2193,2025-04-28 00:00:00,view,Electronics,control
7086,2193,2025-04-28 00:03:00,add_to_cart,Home & Kitchen,control
7086,2193,2025-04-28 00:06:00,checkout,Electronics,control
7087,2194,2025-04-18 00:00:00,view,Books,control
7088,2194,2025-04-11 00:00:00,view,Fashion,control
7088,2194,2025-04-11 00:03:00,add_to_cart,Electronics,control
7089,2194,2025-04-07 00:00:00,view,Sports,control
7089,2194,2025-04-07 00:03:00,add_to_cart,Home & Kitchen,control
7090,2194,2025-04-12 00:00:00,view,Home & Kitchen,control
7090,2194,2025-04-12 00:03:00,add_to_cart,Sports,control
7091,2194,2025-04-09 00:00:00,view,Beauty,control
7092,2195,2025-06-10 00:00:00,view,Fashion,control
7092,2195,2025-06-10 00:03:00,add_to_cart,Electronics,control
7092,2195,2025-06-10 00:06:00,checkout,Books,control
7092,2195,2025-06-10 00:09:00,purchase,Sports,control
7093,2195,2025-06-26 00:00:00,view,Beauty,control
7093,2195,2025-06-26 00:03:00,add_to_cart,Home & Kitchen,control
7093,2195,2025-06-26 00:06:00,checkout,Fashion,control
7093,2195,2025-06-26 00:09:00,purchase,Beauty,control
7094,2196,2025-07-17 00:00:00,view,Electronics,control
7095,2196,2025-07-15 00:00:00,view,Books,control
7095,2196,2025-07-15 00:03:00,add_to_cart,Home & Kitchen,control
7095,2196,2025-07-15 00:06:00,checkout,Beauty,control
7095,2196,2025-07-15 00:09:00,purchase,Fashion,control
7096,2197,2025-04-22 00:00:00,view,Books,control
7097,2197,2025-05-21 00:00:00,view,Electronics,control
7098,2198,2025-08-12 00:00:00,view,Books,control
7099,2198,2025-08-19 00:00:00,view,Books,control
7100,2199,2025-06-17 00:00:00,view,Electronics,variant
7101,2199,2025-06-26 00:00:00,view,Fashion,variant
7101,2199,2025-06-26 00:03:00,add_to_cart,Electronics,variant
7102,2199,2025-06-15 00:00:00,view,Books,variant
7102,2199,2025-06-15 00:03:00,add_to_cart,Electronics,variant
7102,2199,2025-06-15 00:06:00,checkout,Books,variant
7102,2199,2025-06-15 00:09:00,purchase,Books,variant
7103,2199,2025-06-29 00:00:00,view,Electronics,variant
7104,2200,2025-04-09 00:00:00,view,Books,variant
7105,2200,2025-04-05 00:00:00,view,Books,variant
7106,2200,2025-04-20 00:00:00,view,Electronics,variant
7107,2200,2025-06-11 00:00:00,view,Sports,variant
7108,2200,2025-07-21 00:00:00,view,Fashion,variant
7109,2200,2025-07-26 00:00:00,view,Fashion,variant
7109,2200,2025-07-26 00:03:00,add_to_cart,Home & Kitchen,variant
7110,2200,2025-07-09 00:00:00,view,Electronics,variant
7110,2200,2025-07-09 00:03:00,add_to_cart,Beauty,variant
7110,2200,2025-07-09 00:06:00,checkout,Sports,variant
7111,2200,2025-07-17 00:00:00,view,Beauty,variant
7112,2201,2025-06-04 00:00:00,view,Sports,variant
7113,2201,2025-06-03 00:00:00,view,Fashion,variant
7114,2201,2025-07-18 00:00:00,view,Sports,variant
7115,2201,2025-06-30 00:00:00,view,Fashion,variant
7115,2201,2025-06-30 00:03:00,add_to_cart,Home & Kitchen,variant
