order_id,session_id,customer_id,order_date,category,checkout_variant,order_value
852,5716,1770,2025-06-10 00:09:00,Fashion,control,1505.52
853,5724,1772,2025-05-24 00:09:00,Electronics,variant,1113.06
854,5730,1774,2025-05-04 00:09:00,Fashion,variant,1111.04
855,5746,1779,2025-05-06 00:09:00,Beauty,control,978.13
856,5747,1780,2025-07-07 00:09:00,Beauty,variant,2711.67
857,5760,1784,2025-08-27 00:09:00,Home & Kitchen,variant,847.2
858,5772,1787,2025-05-27 00:09:00,Home & Kitchen,variant,1185.16
859,5773,1787,2025-05-22 00:09:00,Home & Kitchen,variant,1547.93
860,5781,1790,2025-08-20 00:09:00,Sports,control,3864.3
861,5786,1791,2025-06-19 00:09:00,Beauty,variant,660.65
862,5790,1793,2025-05-11 00:09:00,Sports,variant,698.06
863,5797,1794,2025-06-12 00:09:00,Sports,control,2639.27
864,5802,1795,2025-05-16 00:09:00,Home & Kitchen,variant,1985.49
865,5815,1801,2025-03-21 00:09:00,Electronics,variant,1713.82
866,5817,1802,2025-05-28 00:09:00,Sports,control,2322.75
867,5819,1803,2025-05-20 00:09:00,Sports,variant,858.62
868,5826,1805,2025-04-24 00:09:00,Books,variant,2338.99
869,5841,1808,2025-06-15 00:09:00,Books,variant,1976.81
870,5849,1810,2025-09-04 00:09:00,Home & Kitchen,variant,1200.6
871,5856,1813,2025-07-30 00:09:00,Home & Kitchen,variant,1517.45
872,5860,1814,2025-05-30 00:09:00,Fashion,variant,832.27
873,5863,1816,2025-03-10 00:09:00,Beauty,variant,2244.61
874,5888,1823,2025-05-08 00:09:00,Sports,variant,689.13
875,5902,1826,2025-09-03 00:09:00,Electronics,control,728.42
876,5917,1831,2025-05-31 00:09:00,Home & Kitchen,control,1147.24
877,5919,1833,2025-07-12 00:09:00,Home & Kitchen,variant,307.7
878,5925,1834,2025-07-05 00:09:00,Beauty,control,1566.32
879,5928,1835,2025-05-28 00:09:00,Books,control,1781.61
880,5929,1835,2025-06-01 00:09:00,Sports,control,2910.05
881,5931,1835,2025-05-12 00:09:00,Fashion,control,1286.73
882,5944,1836,2025-08-09 00:09:00,Beauty,variant,1654.39
883,5949,1838,2025-04-09 00:09:00,Electronics,variant,1504.22
884,5952,1838,2025-06-24 00:09:00,Sports,variant,2508.0
885,5962,1842,2025-06-30 00:09:00,Home & Kitchen,variant,3681.3
886,5963,1843,2025-07-23 00:09:00,Sports,variant,1690.69
887,5969,1845,2025-07-31 00:09:00,Books,control,1274.87
888,5972,1847,2025-05-27 00:09:00,Home & Kitchen,variant,1734.05
889,5991,1852,2025-06-05 00:09:00,Sports,control,1491.75
890,5993,1852,2025-06-10 00:09:00,Beauty,control,707.08
891,6007,1857,2025-07-09 00:09:00,Sports,control,1129.09
892,6013,1859,2025-06-28 00:09:00,Sports,variant,1935.96
893,6027,1866,2025-05-18 00:09:00,Fashion,variant,2396.7
894,6028,1867,2025-04-17 00:09:00,Beauty,control,4091.72
895,6029,1867,2025-04-06 00:09:00,Beauty,control,565.45
896,6056,1877,2025-04-27 00:09:00,Beauty,variant,1939.55
897,6057,1877,2025-05-20 00:09:00,Books,variant,618.22
898,6060,1878,2025-08-08 00:09:00,Fashion,control,3402.99
899,6064,1880,2025-03-26 00:09:00,Beauty,variant,347.95
900,6065,1880,2025-06-30 00:09:00,Sports,variant,1406.35
901,6068,1881,2025-05-19 00:09:00,Home & Kitchen,variant,2180.91
902,6069,1881,2025-05-06 00:09:00,Electronics,variant,463.03
903,6075,1884,2025-08-25 00:09:00,Electronics,variant,1840.26
904,6076,1884,2025-08-04 00:09:00,Beauty,variant,2971.29
905,6078,1884,2025-08-18 00:09:00,Books,variant,2601.54
906,6082,1886,2025-05-17 00:09:00,Sports,control,1660.76
907,6091,1889,2025-04-04 00:09:00,Electronics,variant,897.69
908,6099,1891,2025-05-16 00:09:00,Electronics,control,2055.64
909,6106,1894,2025-07-31 00:09:00,Fashion,variant,1804.55
910,6114,1897,2025-06-13 00:09:00,Fashion,control,2871.0
911,6115,1897,2025-06-26 00:09:00,Home & Kitchen,control,893.31
912,6127,1901,2025-07-12 00:09:00,Home & Kitchen,control,1897.62
913,6143,1904,2025-06-13 00:09:00,Home & Kitchen,control,2193.15
914,6150,1905,2025-04-24 00:09:00,Sports,control,460.59
915,6152,1907,2025-05-07 00:09:00,Sports,variant,1143.57
916,6153,1907,2025-05-06 00:09:00,Home & Kitchen,variant,2130.65
917,6159,1908,2025-05-11 00:09:00,Beauty,variant,999.25
918,6163,1910,2025-09-07 00:09:00,Electronics,variant,2934.65
919,6164,1910,2025-09-01 00:09:00,Electronics,variant,3068.42
920,6176,1914,2025-07-12 00:09:00,Home & Kitchen,control,1360.93
921,6186,1918,2025-06-01 00:09:00,Electronics,variant,346.49
922,6190,1919,2025-06-03 00:09:00,Books,variant,1387.17
923,6200,1921,2025-06-04 00:09:00,Sports,variant,1196.07
924,6205,1922,2025-07-28 00:09:00,Electronics,variant,3745.57
925,6210,1924,2025-06-05 00:09:00,Electronics,variant,1014.46
926,6214,1925,2025-07-21 00:09:00,Fashion,control,1261.54
927,6215,1925,2025-07-08 00:09:00,Sports,control,1315.43
928,6216,1925,2025-06-29 00:09:00,Fashion,control,1327.93
929,6228,1929,2025-06-16 00:09:00,Electronics,variant,777.53
930,6229,1930,2025-08-12 00:09:00,Beauty,variant,466.39
931,6230,1931,2025-03-31 00:09:00,Electronics,variant,1045.2
932,6239,1933,2025-08-14 00:09:00,Fashion,control,1747.88
933,6242,1934,2025-08-15 00:09:00,Books,variant,2592.27
934,6251,1937,2025-05-25 00:09:00,Books,variant,1253.62
935,6256,1937,2025-06-04 00:09:00,Fashion,variant,1414.89
936,6257,1938,2025-07-01 00:09:00,Sports,variant,961.06
937,6266,1940,2025-04-21 00:09:00,Home & Kitchen,variant,1905.43
938,6272,1942,2025-04-14 00:09:00,Home & Kitchen,control,1766.3
939,6278,1944,2025-03-25 00:09:00,Books,control,2925.6
940,6281,1945,2025-05-09 00:09:00,Sports,control,409.0
941,6288,1946,2025-06-19 00:09:00,Books,variant,1708.8
942,6292,1947,2025-08-01 00:09:00,Home & Kitchen,control,2362.46
943,6296,1949,2025-03-28 00:09:00,Electronics,variant,1323.0
944,6297,1949,2025-04-13 00:09:00,Home & Kitchen,variant,609.44
945,6310,1953,2025-03-12 00:09:00,Beauty,control,1161.42
946,6317,1954,2025-06-26 00:09:00,Home & Kitchen,variant,4166.69
947,6328,1958,2025-07-16 00:09:00,Fashion,control,2543.52
948,6336,1961,2025-08-20 00:09:00,Home & Kitchen,control,1662.7
949,6337,1961,2025-08-04 00:09:00,Electronics,control,1447.62
950,6344,1963,2025-05-18 00:09:00,Home & Kitchen,variant,916.89
951,6347,1964,2025-07-22 00:09:00,Sports,control,1672.32
952,6355,1967,2025-05-23 00:09:00,Home & Kitchen,variant,2990.72
953,6360,1969,2025-08-07 00:09:00,Beauty,variant,1522.49
954,6365,1970,2025-04-18 00:09:00,Electronics,control,3000.13
955,6367,1971,2025-08-13 00:09:00,Sports,variant,4773.88
956,6373,1973,2025-08-05 00:09:00,Fashion,variant,1061.54
957,6375,1973,2025-08-02 00:09:00,Books,variant,1083.96
958,6380,1975,2025-07-02 00:09:00,Books,control,819.0
959,6381,1975,2025-07-17 00:09:00,Beauty,control,1121.54
960,6385,1976,2025-03-31 00:09:00,Sports,control,1057.15
961,6389,1977,2025-08-29 00:09:00,Electronics,control,1132.37
962,6395,1979,2025-03-31 00:09:00,Electronics,control,487.41
963,6401,1979,2025-07-11 00:09:00,Sports,control,1251.67
964,6407,1981,2025-07-11 00:09:00,Fashion,variant,2990.59
965,6416,1984,2025-07-24 00:09:00,Books,control,1918.92
966,6418,1986,2025-07-21 00:09:00,Fashion,control,1215.93
967,6430,1992,2025-06-04 00:09:00,Home & Kitchen,control,1993.31
968,6432,1993,2025-05-03 00:09:00,Books,variant,2202.16
969,6437,1995,2025-07-04 00:09:00,Sports,control,1206.2
970,6438,1996,2025-03-17 00:09:00,Books,variant,2118.0
971,6441,1996,2025-03-29 00:09:00,Fashion,variant,197.62
972,6459,2000,2025-06-23 00:09:00,Home & Kitchen,variant,3456.08
973,6461,2001,2025-09-11 00:09:00,Sports,variant,1728.41
974,6476,2005,2025-08-06 00:09:00,Books,control,2340.64
975,6484,2008,2025-04-11 00:09:00,Beauty,variant,2436.56
976,6485,2008,2025-05-24 00:09:00,Sports,variant,5755.26
977,6486,2008,2025-06-10 00:09:00,Beauty,variant,4853.76
978,6487,2009,2025-07-10 00:09:00,Books,variant,1240.34
979,6489,2009,2025-07-09 00:09:00,Sports,variant,1964.82
980,6513,2019,2025-08-14 00:09:00,Books,variant,2660.92
981,6514,2019,2025-08-10 00:09:00,Beauty,variant,2142.62
982,6526,2021,2025-04-11 00:09:00,Sports,control,641.36
983,6535,2025,2025-03-27 00:09:00,Fashion,variant,1577.15
984,6540,2026,2025-06-04 00:09:00,Sports,variant,3366.78
985,6544,2028,2025-09-01 00:09:00,Beauty,control,1232.35
986,6551,2030,2025-05-29 00:09:00,Fashion,variant,1511.0
987,6556,2031,2025-07-28 00:09:00,Books,control,1180.08
988,6560,2032,2025-05-12 00:09:00,Sports,variant,1925.13
989,6565,2033,2025-05-22 00:09:00,Beauty,variant,2186.47
990,6570,2035,2025-08-29 00:09:00,Home & Kitchen,control,691.43
991,6579,2038,2025-03-24 00:09:00,Books,variant,1896.9
992,6585,2040,2025-05-07 00:09:00,Electronics,variant,829.18
993,6600,2045,2025-04-25 00:09:00,Home & Kitchen,control,588.65
994,6601,2045,2025-05-06 00:09:00,Fashion,control,2828.68
995,6604,2045,2025-07-20 00:09:00,Home & Kitchen,control,2352.79
996,6612,2048,2025-07-16 00:09:00,Home & Kitchen,control,1076.23
997,6619,2051,2025-04-24 00:09:00,Beauty,variant,2733.59
998,6645,2063,2025-04-05 00:09:00,Sports,variant,457.13
999,6648,2063,2025-03-21 00:09:00,Books,variant,854.02
1000,6655,2066,2025-06-10 00:09:00,Fashion,control,981.37
1001,6667,2070,2025-05-30 00:09:00,Home & Kitchen,variant,1703.06
1002,6671,2071,2025-04-12 00:09:00,Beauty,variant,4504.71
1003,6673,2072,2025-07-01 00:09:00,Books,control,643.33
1004,6677,2073,2025-06-04 00:09:00,Fashion,control,817.33
1005,6685,2076,2025-05-05 00:09:00,Sports,variant,2413.37
1006,6696,2078,2025-06-04 00:09:00,Home & Kitchen,variant,1467.02
1007,6698,2079,2025-05-02 00:09:00,Beauty,control,2155.14
1008,6704,2081,2025-07-26 00:09:00,Electronics,variant,1784.8
1009,6709,2082,2025-05-16 00:09:00,Books,variant,2003.96
1010,6710,2083,2025-04-29 00:09:00,Fashion,control,372.33
1011,6716,2084,2025-08-16 00:09:00,Home & Kitchen,variant,1413.79
1012,6726,2086,2025-06-28 00:09:00,Beauty,variant,3124.09
1013,6730,2088,2025-06-19 00:09:00,Books,control,4470.42
1014,6732,2090,2025-04-15 00:09:00,Electronics,variant,2013.83
1015,6736,2091,2025-08-08 00:09:00,Home & Kitchen,variant,4364.29
1016,6737,2091,2025-08-23 00:09:00,Electronics,variant,1912.41
1017,6739,2092,2025-05-24 00:09:00,Home & Kitchen,control,1898.0
1018,6741,2092,2025-05-31 00:09:00,Fashion,control,2007.42
1019,6766,2101,2025-08-23 00:09:00,Beauty,control,966.39
1020,6771,2102,2025-08-14 00:09:00,Fashion,control,1027.82
1021,6774,2103,2025-05-09 00:09:00,Electronics,control,865.26
1022,6775,2103,2025-07-07 00:09:00,Electronics,control,922.56
1023,6777,2103,2025-06-21 00:09:00,Sports,control,637.4
1024,6786,2105,2025-09-13 00:09:00,Sports,variant,3003.47
1025,6794,2107,2025-07-10 00:09:00,Fashion,variant,1818.88
1026,6818,2112,2025-07-13 00:09:00,Sports,control,950.22
1027,6819,2112,2025-07-25 00:09:00,Books,control,1340.69
1028,6826,2115,2025-07-11 00:09:00,Electronics,variant,1726.42
1029,6842,2120,2025-07-26 00:09:00,Fashion,control,3122.46
1030,6845,2122,2025-09-09 00:09:00,Electronics,variant,662.2
1031,6854,2124,2025-07-26 00:09:00,Electronics,variant,2159.3
1032,6869,2128,2025-06-23 00:09:00,Books,variant,1405.02
1033,6872,2128,2025-07-08 00:09:00,Beauty,variant,821.89
1034,6879,2130,2025-04-27 00:09:00,Electronics,variant,1408.24
1035,6880,2130,2025-04-17 00:09:00,Beauty,variant,2391.65
1036,6890,2133,2025-07-05 00:09:00,Sports,control,2389.72
1037,6906,2138,2025-03-21 00:09:00,Fashion,variant,843.04
1038,6913,2139,2025-07-26 00:09:00,Beauty,variant,1509.45
1039,6922,2142,2025-08-06 00:09:00,Beauty,variant,1510.55
1040,6926,2143,2025-08-20 00:09:00,Electronics,variant,616.28
1041,6929,2145,2025-05-19 00:09:00,Fashion,control,1186.88
1042,6944,2148,2025-08-29 00:09:00,Home & Kitchen,variant,1333.61
1043,6945,2149,2025-08-21 00:09:00,Electronics,control,3951.23
1044,6948,2150,2025-09-06 00:09:00,Fashion,variant,2077.17
1045,6951,2151,2025-04-01 00:09:00,Books,control,1568.16
1046,6956,2154,2025-06-26 00:09:00,Sports,variant,2152.24
1047,6960,2154,2025-07-19 00:09:00,Books,variant,1187.21
1048,6975,2159,2025-08-02 00:09:00,Sports,control,1974.86
1049,6978,2160,2025-05-27 00:09:00,Home & Kitchen,variant,730.58
1050,6982,2162,2025-04-27 00:09:00,Electronics,variant,1008.86
1051,6985,2163,2025-05-27 00:09:00,Books,control,1112.24
1052,6991,2165,2025-08-08 00:09:00,Books,control,385.44
1053,6997,2167,2025-05-11 00:09:00,Sports,control,2540.13
1054,7003,2169,2025-09-11 00:09:00,Electronics,control,2515.93
1055,7005,2169,2025-08-31 00:09:00,Home & Kitchen,control,842.09
1056,7012,2172,2025-07-28 00:09:00,Sports,variant,537.88
1057,7013,2172,2025-07-25 00:09:00,Sports,variant,2017.95
1058,7029,2178,2025-06-05 00:09:00,Electronics,variant,899.65
1059,7035,2179,2025-06-22 00:09:00,Sports,control,2221.78
1060,7037,2180,2025-06-04 00:09:00,Sports,control,2014.11
1061,7041,2182,2025-05-02 00:09:00,Home & Kitchen,variant,2796.12
1062,7046,2184,2025-06-29 00:09:00,Books,variant,1006.66
1063,7049,2184,2025-07-20 00:09:00,Home & Kitchen,variant,1151.36
1064,7051,2184,2025-07-30 00:09:00,Books,variant,900.86
1065,7058,2187,2025-04-29 00:09:00,Fashion,control,415.99
1066,7059,2187,2025-04-30 00:09:00,Electronics,control,1451.86
1067,7067,2189,2025-05-03 00:09:00,Books,control,3135.86
1068,7074,2190,2025-06-17 00:09:00,Fashion,control,1413.78
1069,7077,2191,2025-06-14 00:09:00,Books,variant,906.26
1070,7080,2192,2025-05-27 00:09:00,Electronics,control,176.8
1071,7082,2192,2025-05-10 00:09:00,Books,control,977.79
1072,7092,2195,2025-06-10 00:09:00,Sports,control,1157.74
1073,7093,2195,2025-06-26 00:09:00,Beauty,control,1997.04
1074,7095,2196,2025-07-15 00:09:00,Fashion,control,2427.64
1075,7102,2199,2025-06-15 00:09:00,Books,variant,489.0
1076,7123,2205,2025-05-03 00:09:00,Books,variant,1088.36
1077,7124,2205,2025-05-02 00:09:00,Beauty,variant,1714.73
1078,7132,2207,2025-07-15 00:09:00,Electronics,control,2505.45
1079,7133,2207,2025-07-03 00:09:00,Sports,control,1056.81
1080,7136,2208,2025-09-02 00:09:00,Sports,control,2660.11
1081,7139,2209,2025-04-16 00:09:00,Home & Kitchen,control,1782.89
1082,7142,2210,2025-04-13 00:09:00,Home & Kitchen,control,1516.25
1083,7143,2210,2025-04-10 00:09:00,Sports,control,1035.91
1084,7146,2211,2025-07-11 00:09:00,Sports,variant,1856.33
1085,7152,2213,2025-06-15 00:09:00,Books,variant,393.53
1086,7166,2217,2025-05-30 00:09:00,Home & Kitchen,control,1401.76
1087,7177,2219,2025-05-03 00:09:00,Beauty,variant,2256.04
1088,7178,2220,2025-05-13 00:09:00,Sports,variant,1654.39
1089,7190,2225,2025-05-15 00:09:00,Beauty,control,1559.09
1090,7195,2228,2025-08-27 00:09:00,Books,variant,1022.95
1091,7200,2229,2025-05-14 00:09:00,Sports,variant,1714.16
1092,7201,2230,2025-08-25 00:09:00,Home & Kitchen,variant,2357.04
1093,7207,2232,2025-03-29 00:09:00,Electronics,variant,1565.09
1094,7210,2232,2025-05-25 00:09:00,Electronics,variant,2238.57
1095,7212,2233,2025-08-28 00:09:00,Electronics,control,178.16
1096,7216,2234,2025-03-14 00:09:00,Fashion,control,345.18
1097,7223,2236,2025-07-28 00:09:00,Sports,variant,1589.04
1098,7224,2237,2025-05-16 00:09:00,Fashion,variant,1982.34
1099,7229,2240,2025-08-12 00:09:00,Books,variant,2734.06
1100,7230,2240,2025-08-28 00:09:00,Fashion,variant,2517.33
1101,7241,2242,2025-06-20 00:09:00,Fashion,control,4243.99
1102,7247,2244,2025-03-13 00:09:00,Books,variant,3325.03
1103,7254,2247,2025-07-11 00:09:00,Home & Kitchen,variant,1041.67
1104,7256,2248,2025-04-14 00:09:00,Beauty,variant,1560.04
1105,7259,2248,2025-05-13 00:09:00,Home & Kitchen,variant,632.17
1106,7261,2249,2025-03-03 00:09:00,Fashion,variant,644.24
1107,7262,2249,2025-04-11 00:09:00,Books,variant,819.92
1108,7266,2250,2025-05-06 00:09:00,Sports,control,986.12
1109,7273,2252,2025-06-17 00:09:00,Fashion,control,573.36
1110,7275,2253,2025-05-02 00:09:00,Home & Kitchen,variant,1780.29
1111,7281,2256,2025-07-07 00:09:00,Fashion,variant,967.19
1112,7284,2257,2025-07-22 00:09:00,Electronics,variant,2034.73
1113,7287,2259,2025-04-04 00:09:00,Electronics,control,1247.14
1114,7290,2260,2025-08-29 00:09:00,Beauty,variant,807.95
1115,7301,2263,2025-03-21 00:09:00,Sports,control,1819.0
1116,7305,2264,2025-07-12 00:09:00,Home & Kitchen,control,5399.2
1117,7311,2265,2025-05-01 00:09:00,Books,variant,1120.09
1118,7331,2270,2025-08-29 00:09:00,Fashion,control,2484.01
1119,7342,2274,2025-05-27 00:09:00,Books,control,423.55
1120,7346,2274,2025-07-18 00:09:00,Sports,control,1324.79
1121,7351,2275,2025-05-29 00:09:00,Beauty,variant,1469.04
1122,7359,2277,2025-04-12 00:09:00,Electronics,variant,2806.75
1123,7360,2278,2025-03-27 00:09:00,Sports,variant,2660.74
1124,7367,2280,2025-07-31 00:09:00,Books,variant,1093.42
1125,7390,2288,2025-07-22 00:09:00,Beauty,variant,2742.8
1126,7391,2288,2025-07-12 00:09:00,Books,variant,844.31
1127,7403,2291,2025-06-06 00:09:00,Books,variant,1489.45
1128,7404,2291,2025-05-13 00:09:00,Fashion,variant,3947.53
1129,7405,2292,2025-04-22 00:09:00,Beauty,variant,945.72
1130,7414,2294,2025-08-14 00:09:00,Books,variant,2404.45
1131,7415,2295,2025-07-08 00:09:00,Beauty,variant,933.5
1132,7421,2297,2025-04-19 00:09:00,Sports,variant,2286.66
1133,7442,2302,2025-03-08 00:09:00,Beauty,control,1686.36
1134,7464,2311,2025-05-09 00:09:00,Fashion,variant,1270.45
1135,7466,2313,2025-06-10 00:09:00,Fashion,control,584.02
1136,7468,2314,2025-03-11 00:09:00,Electronics,control,1136.93
1137,7478,2316,2025-03-05 00:09:00,Home & Kitchen,control,2051.95
1138,7479,2316,2025-03-14 00:09:00,Electronics,control,5248.36
1139,7483,2316,2025-05-24 00:09:00,Fashion,control,2017.95
1140,7484,2316,2025-06-14 00:09:00,Beauty,control,2849.19
1141,7487,2317,2025-07-14 00:09:00,Books,variant,1262.38
1142,7502,2322,2025-04-24 00:09:00,Beauty,control,1323.18
1143,7512,2326,2025-07-10 00:09:00,Electronics,control,1370.38
1144,7516,2327,2025-05-02 00:09:00,Fashion,variant,4380.34
1145,7523,2329,2025-05-07 00:09:00,Fashion,control,1206.43
1146,7524,2330,2025-04-11 00:09:00,Sports,variant,758.36
1147,7533,2333,2025-07-31 00:09:00,Electronics,variant,527.66
1148,7553,2339,2025-04-26 00:09:00,Home & Kitchen,variant,949.26
1149,7560,2342,2025-06-19 00:09:00,Sports,variant,503.2
1150,7564,2342,2025-05-29 00:09:00,Sports,variant,1914.71
1151,7566,2343,2025-06-28 00:09:00,Home & Kitchen,control,1507.13
1152,7568,2343,2025-06-27 00:09:00,Beauty,control,2108.36
1153,7569,2343,2025-08-10 00:09:00,Sports,control,2723.82
1154,7572,2344,2025-07-17 00:09:00,Books,variant,888.5
1155,7573,2344,2025-07-30 00:09:00,Sports,variant,1695.53
1156,7577,2346,2025-04-28 00:09:00,Electronics,control,1491.46
1157,7608,2354,2025-06-09 00:09:00,Fashion,variant,963.78
1158,7628,2358,2025-04-08 00:09:00,Electronics,control,946.25
1159,7631,2360,2025-04-17 00:09:00,Books,variant,2695.52
1160,7637,2361,2025-08-02 00:09:00,Sports,control,1611.04
1161,7641,2362,2025-08-14 00:09:00,Beauty,variant,626.03
1162,7652,2366,2025-04-02 00:09:00,Electronics,variant,2217.21
1163,7654,2367,2025-06-07 00:09:00,Beauty,variant,1041.45
1164,7660,2369,2025-03-23 00:09:00,Home & Kitchen,variant,1628.82
1165,7670,2373,2025-07-17 00:09:00,Fashion,control,287.59
1166,7672,2374,2025-05-20 00:09:00,Beauty,control,1043.5
1167,7675,2374,2025-06-15 00:09:00,Books,control,1906.13
1168,7682,2377,2025-08-27 00:09:00,Books,control,767.27
1169,7686,2378,2025-03-25 00:09:00,Home & Kitchen,variant,525.6
1170,7687,2378,2025-04-12 00:09:00,Electronics,variant,1029.39
1171,7689,2378,2025-07-14 00:09:00,Home & Kitchen,variant,1837.26
1172,7709,2384,2025-05-12 00:09:00,Home & Kitchen,control,2574.08
1173,7711,2384,2025-05-23 00:09:00,Electronics,control,2424.5
1174,7712,2385,2025-05-01 00:09:00,Books,variant,2257.81
1175,7714,2386,2025-08-27 00:09:00,Sports,control,3214.31
1176,7719,2388,2025-08-28 00:09:00,Sports,variant,2648.55
1177,7720,2388,2025-09-03 00:09:00,Sports,variant,1962.55
1178,7731,2392,2025-04-27 00:09:00,Books,variant,1655.77
1179,7732,2392,2025-04-11 00:09:00,Beauty,variant,1510.39
1180,7734,2393,2025-07-09 00:09:00,Electronics,variant,1155.77
1181,7750,2398,2025-05-17 00:09:00,Fashion,control,1382.83
1182,7755,2399,2025-06-02 00:09:00,Sports,control,921.3
1183,7759,2400,2025-08-01 00:09:00,Electronics,variant,2205.48
1184,7763,2401,2025-05-05 00:09:00,Books,variant,677.15
1185,7764,2402,2025-07-08 00:09:00,Beauty,variant,2283.25
1186,7765,2402,2025-07-06 00:09:00,Home & Kitchen,variant,5031.4
1187,7767,2403,2025-07-12 00:09:00,Fashion,variant,555.55
1188,7772,2405,2025-05-22 00:09:00,Beauty,variant,2192.18
1189,7779,2409,2025-05-18 00:09:00,Electronics,variant,1105.99
1190,7781,2409,2025-05-18 00:09:00,Books,variant,2680.68
1191,7787,2412,2025-03-25 00:09:00,Home & Kitchen,variant,1759.54
1192,7790,2413,2025-07-31 00:09:00,Sports,variant,635.16
1193,7794,2415,2025-05-21 00:09:00,Home & Kitchen,variant,1530.33
1194,7796,2415,2025-07-12 00:09:00,Beauty,variant,1764.76
1195,7798,2416,2025-05-25 00:09:00,Beauty,variant,1234.5
1196,7811,2420,2025-05-16 00:09:00,Beauty,control,1619.79
1197,7823,2424,2025-07-18 00:09:00,Beauty,control,1193.9
1198,7827,2426,2025-07-15 00:09:00,Home & Kitchen,control,1221.89
1199,7829,2427,2025-04-02 00:09:00,Beauty,variant,321.29
1200,7839,2430,2025-04-21 00:09:00,Books,control,486.04
1201,7844,2431,2025-04-05 00:09:00,Electronics,control,522.0
1202,7847,2432,2025-06-20 00:09:00,Home & Kitchen,variant,895.85
1203,7850,2433,2025-03-21 00:09:00,Beauty,control,490.79
1204,7858,2436,2025-06-26 00:09:00,Fashion,variant,654.02
1205,7863,2437,2025-06-25 00:09:00,Fashion,control,1648.92
1206,7865,2438,2025-07-10 00:09:00,Books,control,2101.61
1207,7866,2438,2025-07-28 00:09:00,Fashion,control,1244.94
1208,7867,2438,2025-07-31 00:09:00,Home & Kitchen,control,1616.11
1209,7870,2439,2025-08-26 00:09:00,Electronics,variant,1687.74
1210,7877,2440,2025-05-10 00:09:00,Beauty,control,3974.82
1211,7885,2442,2025-04-15 00:09:00,Electronics,variant,480.76
1212,7888,2442,2025-05-04 00:09:00,Beauty,variant,1324.57
1213,7901,2445,2025-06-13 00:09:00,Sports,control,506.34
1214,7913,2449,2025-07-23 00:09:00,Electronics,variant,1637.9
1215,7927,2454,2025-06-03 00:09:00,Electronics,variant,675.45
1216,7940,2459,2025-07-03 00:09:00,Home & Kitchen,variant,1055.04
1217,7945,2460,2025-03-25 00:09:00,Home & Kitchen,control,474.41
1218,7949,2462,2025-04-30 00:09:00,Electronics,control,1201.27
1219,7954,2463,2025-06-16 00:09:00,Electronics,control,1257.39
1220,7957,2463,2025-06-24 00:09:00,Electronics,control,1233.43
1221,7967,2466,2025-07-07 00:09:00,Electronics,variant,2224.88
1222,7982,2471,2025-08-19 00:09:00,Books,variant,1540.89
1223,7984,2471,2025-08-16 00:09:00,Sports,variant,905.51
1224,7988,2472,2025-04-07 00:09:00,Beauty,control,1399.52
1225,7990,2473,2025-05-25 00:09:00,Home & Kitchen,control,962.7
1226,7992,2474,2025-05-19 00:09:00,Electronics,control,655.55
1227,7994,2474,2025-04-29 00:09:00,Electronics,control,929.71
1228,7996,2475,2025-03-30 00:09:00,Fashion,variant,767.18
1229,7997,2475,2025-04-29 00:09:00,Sports,variant,2135.86
1230,7999,2476,2025-05-31 00:09:00,Home & Kitchen,variant,2850.8
1231,8003,2477,2025-06-17 00:09:00,Home & Kitchen,variant,1417.96
1232,8018,2482,2025-08-26 00:09:00,Fashion,variant,739.63
1233,8025,2484,2025-04-21 00:09:00,Sports,variant,3220.51
1234,8027,2484,2025-05-12 00:09:00,Books,variant,4817.42
1235,8043,2488,2025-06-02 00:09:00,Beauty,control,393.0
1236,8044,2488,2025-05-24 00:09:00,Sports,control,1286.79
1237,8048,2490,2025-05-30 00:09:00,Books,control,833.64
1238,8062,2495,2025-05-31 00:09:00,Books,variant,508.46
1239,8089,2504,2025-04-12 00:09:00,Electronics,variant,1756.72
1240,8099,2508,2025-06-28 00:09:00,Sports,variant,746.87
1241,8102,2509,2025-05-30 00:09:00,Beauty,variant,703.5
1242,8107,2509,2025-06-30 00:09:00,Electronics,variant,2583.22
1243,8108,2510,2025-03-09 00:09:00,Fashion,variant,1337.52
1244,8109,2510,2025-03-17 00:09:00,Home & Kitchen,variant,2222.49
1245,8111,2511,2025-05-02 00:09:00,Home & Kitchen,control,2867.72
1246,8117,2513,2025-08-18 00:09:00,Electronics,control,4896.85
1247,8125,2516,2025-07-25 00:09:00,Sports,variant,1420.13
1248,8129,2518,2025-06-14 00:09:00,Books,control,3074.38
1249,8130,2518,2025-07-01 00:09:00,Books,control,2074.1
1250,8136,2520,2025-07-31 00:09:00,Sports,control,1659.96
1251,8137,2520,2025-08-01 00:09:00,Books,control,1627.21
1252,8139,2520,2025-08-14 00:09:00,Sports,control,1767.72
1253,8148,2522,2025-03-21 00:09:00,Home & Kitchen,variant,1391.52
1254,8150,2523,2025-04-06 00:09:00,Fashion,variant,525.88
1255,8151,2523,2025-04-19 00:09:00,Beauty,variant,835.94
1256,8155,2524,2025-06-08 00:09:00,Beauty,control,289.17
1257,8158,2525,2025-03-25 00:09:00,Electronics,variant,1959.08
1258,8172,2532,2025-07-05 00:09:00,Books,variant,498.12
1259,8183,2536,2025-09-14 00:09:00,Electronics,variant,689.35
1260,8195,2541,2025-04-29 00:09:00,Home & Kitchen,control,803.29
